0.00000000 -0.01441784
0.00244379 -1.38592529
0.00488759 1.32547200
0.00733138 -0.95847583
0.00977517 0.00618547
0.01221896 0.44337213
0.01466276 1.53607833
0.01710655 0.34897330
0.01955034 -0.35881129
0.02199413 -1.15543115
0.02443793 -2.47654963
0.02688172 -0.78328681
0.02932551 -0.05165890
0.03176931 -1.21143734
0.03421310 0.37208614
0.03665689 0.43137411
0.03910068 -0.42854988
0.04154448 -2.42755794
0.04398827 -0.30600547
0.04643206 -0.56122964
0.04887586 0.56311424
0.05131965 -0.49373270
0.05376344 0.59879431
0.05620723 0.12557055
0.05865103 0.43595756
0.06109482 0.71061110
0.06353861 -0.49659809
0.06598240 0.13553690
0.06842620 -1.92558159
0.07086999 0.35298992
0.07331378 -0.78002617
0.07575758 -0.13527430
0.07820137 2.03829192
0.08064516 -0.70474026
0.08308896 -0.45543013
0.08553275 0.04120122
0.08797654 2.53035423
0.09042034 0.03590804
0.09286413 2.29462828
0.09530792 0.28928063
0.09775171 -1.30219173
0.10019550 -1.24437712
0.10263930 0.28448175
0.10508309 0.52787837
0.10752688 0.39855612
0.10997067 -1.24742627
0.11241446 -2.65375305
0.11485826 -0.45864816
0.11730205 -1.62190658
0.11974584 -0.28768487
0.12218964 -0.87153452
0.12463343 1.13355211
0.12707722 0.13501499
0.12952101 1.97054096
0.13196480 0.35637583
0.13440861 -0.68530959
0.13685240 1.10091561
0.13929619 0.87527949
0.14173998 0.17246283
0.14418377 0.00463892
0.14662756 0.52452486
0.14907137 0.48746997
0.15151516 -0.27498186
0.15395895 -1.72322845
0.15640274 -0.39245587
0.15884653 0.80675736
0.16129032 0.67078331
0.16373411 0.23135935
0.16617791 1.22186508
0.16862170 1.57383451
0.17106549 -0.53181411
0.17350928 0.15365282
0.17595308 0.48777229
0.17839687 1.97664841
0.18084067 -0.49371940
0.18328446 0.68824481
0.18572825 -1.20747827
0.18817204 -0.12612878
0.19061583 0.99419919
0.19305962 2.40896761
0.19550343 -0.05478334
0.19794722 2.53244483
0.20039101 3.98850131
